Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
29484588,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE113,,,,,33 [20-43],33.25563,20.32085,43.35207,,2022-08-26T09:13:12.43+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484589,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE039,,,,,2 [1-3],2.13009,1.03372,3.30166,,2022-08-26T09:13:12.447+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484590,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE114,,,,,22 [11-35],22.15207,10.51307,34.97809,,2022-08-26T09:13:12.463+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484591,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE000,,,,,60 [43-78],59.7023,42.6956,77.72088,,2022-08-26T09:13:12.477+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484592,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,FMLE,ENVCAUSE,ENVCAUSE068,,,,,0 [0-1],0.48602,0.25158,0.78729,,2022-08-26T09:13:12.493+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484593,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE118,,,,,2 [1-5],2.336,0.6562,5.1856,,2022-08-26T09:13:12.51+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484594,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE113,,,,,34 [21-44],33.55973,20.50667,43.74849,,2022-08-26T09:13:12.523+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484595,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE039,,,,,2 [1-3],2.16291,1.04964,3.35253,,2022-08-26T09:13:12.54+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484596,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE114,,,,,17 [8-26],16.76491,7.95639,26.47177,,2022-08-26T09:13:12.557+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484597,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE000,,,,,58 [42-73],57.67083,42.07794,73.13325,,2022-08-26T09:13:12.57+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484598,AIR_42,COUNTRY,ALB,YEAR,2019,SEX,MLE,ENVCAUSE,ENVCAUSE068,,,,,3 [1-5],2.84728,1.47385,4.61223,,2022-08-26T09:13:12.603+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484599,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5 [2-10],5.46958,2.19188,10.05211,,2022-08-26T09:13:12.62+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
29484600,AIR_42,COUNTRY,ARE,YEAR,2019,SEX,BTSX,ENVCAUSE,ENVCAUSE113,,,,,38 [26-47],37.54683,25.59803,47.36234,,2022-08-26T09:13:12.637+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
